batchId,sku,name,sourceGroup,sourceRow,status,category,sellUnit,sourcePack,outerPack,warning,nextAction,resolution
SIRO-BATCH-02,CRSVAI,CARISA VẢI,Siro Carisa,14,HOLD_CHUAN_HOA,THIẾU ĐỊNH LƯỢNG,CHAI,0 g / CHAI,24 CHAI / THÙNG,Khối lượng/dung tích bằng 0,Xác nhận khối lượng/dung tích một chai Carisa và số chai/thùng.,
SIRO-BATCH-02,CRSSDU,CARISA SÂM DỨA,Siro Carisa,14,HOLD_CHUAN_HOA,THIẾU ĐỊNH LƯỢNG,CHAI,0 g / CHAI,24 CHAI / THÙNG,Khối lượng/dung tích bằng 0,Xác nhận khối lượng/dung tích một chai Carisa và số chai/thùng.,
SIRO-BATCH-02,CRSOIH,CARISA ỔI,Siro Carisa,14,HOLD_CHUAN_HOA,THIẾU ĐỊNH LƯỢNG,CHAI,0 g / CHAI,24 CHAI / THÙNG,Khối lượng/dung tích bằng 0,Xác nhận khối lượng/dung tích một chai Carisa và số chai/thùng.,
SIRO-BATCH-02,CRSMON,CARISA MÔN,Siro Carisa,14,HOLD_CHUAN_HOA,THIẾU ĐỊNH LƯỢNG,CHAI,0 g / CHAI,24 CHAI / THÙNG,Khối lượng/dung tích bằng 0,Xác nhận khối lượng/dung tích một chai Carisa và số chai/thùng.,
SIRO-BATCH-02,CRSMEE,CARISA ME,Siro Carisa,14,HOLD_CHUAN_HOA,THIẾU ĐỊNH LƯỢNG,CHAI,0 g / CHAI,24 CHAI / THÙNG,Khối lượng/dung tích bằng 0,Xác nhận khối lượng/dung tích một chai Carisa và số chai/thùng.,
SIRO-BATCH-02,CRSDAO,CARISA ĐÀO,Siro Carisa,14,HOLD_CHUAN_HOA,THIẾU ĐỊNH LƯỢNG,CHAI,0 g / CHAI,24 CHAI / THÙNG,Khối lượng/dung tích bằng 0,Xác nhận khối lượng/dung tích một chai Carisa và số chai/thùng.,
SIRO-BATCH-02,CRSDLU,CARISA DƯA LƯỚI,Siro Carisa,14,HOLD_CHUAN_HOA,THIẾU ĐỊNH LƯỢNG,CHAI,0 g / CHAI,24 CHAI / THÙNG,Khối lượng/dung tích bằng 0,Xác nhận khối lượng/dung tích một chai Carisa và số chai/thùng.,
SIRO-BATCH-02,CRSDAU,CARISA DÂU,Siro Carisa,14,HOLD_CHUAN_HOA,THIẾU ĐỊNH LƯỢNG,CHAI,0 g / CHAI,24 CHAI / THÙNG,Khối lượng/dung tích bằng 0,Xác nhận khối lượng/dung tích một chai Carisa và số chai/thùng.,
SIRO-BATCH-02,CRSCAM,CARISA CAM,Siro Carisa,14,HOLD_CHUAN_HOA,THIẾU ĐỊNH LƯỢNG,CHAI,0 g / CHAI,24 CHAI / THÙNG,Khối lượng/dung tích bằng 0,Xác nhận khối lượng/dung tích một chai Carisa và số chai/thùng.,
SIRO-BATCH-02,GTPDAU,GTP DÂU,"Siro GTP dâu, đường đen",11,DONE_DUPLICATE_SOURCE,NGUỒN TRÙNG,BÌNH,2550 g / BÌNH,6 BÌNH / THÙNG,Canonical SKU GTPDAU đã được apply trong SIRO-BATCH-01.,"Không map lại. Khi tổng kiểm, chỉ đối chiếu giá/quy cách với bản production hiện có.",Đã xử lý trong SIRO-BATCH-01
